,text,start,duration,VideoId
132,same exact cameras that the oneplus 7,322.96,4.5,XRiUNPf-_-4
133,pro already has same standard 48,325.18,5.37,XRiUNPf-_-4
134,megapixel standard camera same 117,327.46,5.79,XRiUNPf-_-4
135,degree ultra wide and then a shorter 2x,330.55,5.49,XRiUNPf-_-4
136,telephoto zoom camera instead of a 3x so,333.25,4.17,XRiUNPf-_-4
137,if you're actually looking for some big,336.04,4.74,XRiUNPf-_-4
138,camera improvements for the 70 that is,337.42,5.49,XRiUNPf-_-4
139,not what's happening here and it's,340.78,3.81,XRiUNPf-_-4
140,actually not like the 1 plus 7 pro,342.91,3.87,XRiUNPf-_-4
141,camera was bad it's just that it was the,344.59,4.26,XRiUNPf-_-4
142,one part of the phone that wasn't you,346.78,4.8,XRiUNPf-_-4
143,know best-in-class world class it sort,348.85,4.47,XRiUNPf-_-4
144,of held it back from being an arguably,351.58,4.83,XRiUNPf-_-4
145,perfect phone in a way but in a $600,353.32,5.91,XRiUNPf-_-4
146,phone in 2019 this set of cameras is,356.41,4.71,XRiUNPf-_-4
147,perfectly good I've been taking photos,359.23,3.27,XRiUNPf-_-4
148,and videos with it just to see if I,361.12,2.91,XRiUNPf-_-4
149,notice any substantial differences,362.5,3.12,XRiUNPf-_-4
150,around but there isn't anything too,364.03,3.93,XRiUNPf-_-4
151,drastic still very solid and daylight,365.62,4.65,XRiUNPf-_-4
152,and a bit color fringy and soft around,367.96,4.83,XRiUNPf-_-4
153,the edges with close up subjects and,370.27,5.07,XRiUNPf-_-4
154,passable but not amazing shots in less,372.79,4.26,XRiUNPf-_-4
155,than ideal lighting if you think about,375.34,3.84,XRiUNPf-_-4
156,other cameras in this six hundred dollar,377.05,4.91,XRiUNPf-_-4
157,price range that's about right actually,379.18,5.58,XRiUNPf-_-4
158,right up until they start to get blown,381.96,6.43,XRiUNPf-_-4
159,out the water by the $700 iPhone 11 you,384.76,5.4,XRiUNPf-_-4
160,can take portrait mode shots now in,388.39,4.23,XRiUNPf-_-4
161,telephoto or standard cameras now which,390.16,5.25,XRiUNPf-_-4
162,is cool and they are also enabling 4k,392.62,4.92,XRiUNPf-_-4
163,30fps video from the ultra wide camera,395.41,3.99,XRiUNPf-_-4
164,so they've heard our feedback they are,397.54,3.01,XRiUNPf-_-4
165,going to do that and I think them,399.4,3.28,XRiUNPf-_-4
166,impressive improvement here is the new,400.55,4.47,XRiUNPf-_-4
167,super macro mode so you hit this little,402.68,4.44,XRiUNPf-_-4
168,flower icon in the top corner and you,405.02,5.07,XRiUNPf-_-4
169,can get way up close to things to point,407.12,5.01,XRiUNPf-_-4
170,five to eight centimeters away from the,410.09,4.92,XRiUNPf-_-4
171,camera lens which most smartphones do,412.13,4.68,XRiUNPf-_-4
172,struggle with if they don't have a macro,415.01,4.02,XRiUNPf-_-4
173,mode and so with this I was able to take,416.81,3.87,XRiUNPf-_-4
174,some close-ups that I couldn't even get,419.03,2.94,XRiUNPf-_-4
175,with the iPhone 11 and then of course,420.68,2.97,XRiUNPf-_-4
176,this wouldn't be a new one plus phone,421.97,4.74,XRiUNPf-_-4
177,without really killer high-end on paper,423.65,4.8,XRiUNPf-_-4
178,specs and so that's what they've done,426.71,4.53,XRiUNPf-_-4
179,here again so Snapdragon a 55 plus the,428.45,6.5,XRiUNPf-_-4
180,newest chip eight gigs of ram not 12 and,431.24,8.58,XRiUNPf-_-4
181,128 or 256 gigs of ufs 3.0 storage so,434.95,6.67,XRiUNPf-_-4
182,yeah this thing is fast and it's running,439.82,3.81,XRiUNPf-_-4
183,the latest version of oxygen OS 10 on,441.62,4.5,XRiUNPf-_-4
184,top of Android 10 which I think makes,443.63,4.95,XRiUNPf-_-4
185,this the first non pixel Android 10,446.12,4.44,XRiUNPf-_-4
186,phone I've used and it's been really,448.58,3.66,XRiUNPf-_-4
187,good so far I obviously love that,450.56,3.51,XRiUNPf-_-4
188,they're early 2 updates and performance,452.24,3.75,XRiUNPf-_-4
189,has actually been really smooth you may,454.07,3.93,XRiUNPf-_-4
190,have noticed I didn't keep the Android,455.99,4.68,XRiUNPf-_-4
191,10 gestures the swipe gestures turned on,458.0,5.37,XRiUNPf-_-4
192,here's why Android 10 gestures on this,460.67,4.74,XRiUNPf-_-4
193,phone are a swipe up from the bottom for,463.37,4.95,XRiUNPf-_-4
194,home 1/2 swipe up for multitasking and,465.41,5.88,XRiUNPf-_-4
195,then a swipe in from the lower side to,468.32,5.49,XRiUNPf-_-4
196,go back from anywhere you know what else,471.29,4.44,XRiUNPf-_-4
197,uses that swipe to go back on the side a,473.81,4.7,XRiUNPf-_-4
198,lot of Android apps for other things,475.73,5.09,XRiUNPf-_-4
199,Twitter to switch between accounts,478.51,5.77,XRiUNPf-_-4
200,flamingo for Twitter tick tick my tasks,480.82,7.24,XRiUNPf-_-4
201,app YouTube studio Google Photos the,484.28,5.91,XRiUNPf-_-4
202,Play Store I mean a lot of Google apps,488.06,4.38,XRiUNPf-_-4
203,use that hamburger menu and the screen,490.19,4.05,XRiUNPf-_-4
204,is so big on this phone that I don't,492.44,3.12,XRiUNPf-_-4
205,really want to reach up to the corner,494.24,3.21,XRiUNPf-_-4
206,with one hand to press the hamburger,495.56,6.03,XRiUNPf-_-4
207,menu every single time so I don't so I,497.45,5.91,XRiUNPf-_-4
208,turned it off and I just keep using the,501.59,2.94,XRiUNPf-_-4
209,buttons for now but aside from that,503.36,3.15,XRiUNPf-_-4
210,Android 10 has been really nice really,504.53,3.75,XRiUNPf-_-4
211,smooth as you'd expect on a new phone,506.51,4.02,XRiUNPf-_-4
212,with a 90 Hertz screen and all the,508.28,4.05,XRiUNPf-_-4
213,optimizations oneplus is continually,510.53,4.17,XRiUNPf-_-4
214,working on for oxygen OS they really,512.33,4.53,XRiUNPf-_-4
215,show so all that for me using this phone,514.7,4.74,XRiUNPf-_-4
216,has added up to it being a pretty solid,516.86,4.86,XRiUNPf-_-4
217,set of trade-offs that add up to a,519.44,4.86,XRiUNPf-_-4
218,pretty good phone for a pretty great,521.72,3.93,XRiUNPf-_-4
219,price it really feels like they're,524.3,2.76,XRiUNPf-_-4
220,taking the stuff that they learned how,525.65,3.24,XRiUNPf-_-4
221,to do better and more efficiently from,527.06,4.53,XRiUNPf-_-4
222,the 7 Pro and bringing it down to a more,528.89,4.23,XRiUNPf-_-4
223,competitive price which is a great way,531.59,2.7,XRiUNPf-_-4
224,of sell a lot of phones now for,533.12,3.75,XRiUNPf-_-4
225,to be perfectly clear the oneplus 7 pro,534.29,5.7,XRiUNPf-_-4
226,is still a better phone than this just,536.87,4.92,XRiUNPf-_-4
227,because of this small bit of trade-offs,539.99,3.66,XRiUNPf-_-4
228,they've kept a higher quality display,541.79,3.9,XRiUNPf-_-4
229,higher resolution not as much color,543.65,3.78,XRiUNPf-_-4
230,fringing and things like that,545.69,5.13,XRiUNPf-_-4
231,bigger battery less ugly camera bump on,547.43,4.74,XRiUNPf-_-4
232,the back and the knotch less screen on,550.82,3.12,XRiUNPf-_-4
233,the front so all of that sort of adds up,552.17,3.78,XRiUNPf-_-4
234,to a little bit of trade-offs here but,553.94,4.35,XRiUNPf-_-4
235,overall this is that incremental update,555.95,4.56,XRiUNPf-_-4
236,you expect from a t phone from oneplus,558.29,4.68,XRiUNPf-_-4
237,with the X Factor of that 90 Hertz,560.51,5.52,XRiUNPf-_-4
238,display that is so hard to switch back,562.97,4.53,XRiUNPf-_-4
239,from so that's the statement that the,566.03,3.33,XRiUNPf-_-4
240,phone leaves me with is that I'm glad,567.5,3.57,XRiUNPf-_-4
241,that oneplus is doubling down on the,569.36,3.54,XRiUNPf-_-4
242,high refresh rate stuff to really make,571.07,4.62,XRiUNPf-_-4
243,phones feel smooth high refresh rate all,572.9,4.5,XRiUNPf-_-4
244,the things please this is gonna be a,575.69,3.09,XRiUNPf-_-4
245,really good buy for people who want to,577.4,3.9,XRiUNPf-_-4
246,spend like 600 bucks on a phone but for,578.78,2.88,XRiUNPf-_-4
247,me,581.3,2.37,XRiUNPf-_-4
248,I'm personally going to be pretty,581.66,6.36,XRiUNPf-_-4
249,excited about the 1 + 7 T pro names are,583.67,6.09,XRiUNPf-_-4
250,getting weird but that's the phone,588.02,3.33,XRiUNPf-_-4
251,that's gonna have the best of the best,589.76,3.54,XRiUNPf-_-4
252,that I'm looking forward to but yeah not,591.35,3.39,XRiUNPf-_-4
253,bad I'll have a link below if you want,593.3,3.78,XRiUNPf-_-4
254,to check it out that's been it thank you,594.74,4.2,XRiUNPf-_-4
255,for watching and I catch you guys the,597.08,5.12,XRiUNPf-_-4
256,next one peace,598.94,3.26,XRiUNPf-_-4
0,[Music],0.55,4.7,LTDuGU38-70
1,hey what's up guys I'm Kip EHD here,2.929,5.92,LTDuGU38-70
2,we're back and yeah you got me I've been,5.25,7.08,LTDuGU38-70
3,using the oneplus 8 pro daily for about,8.849,6.99,LTDuGU38-70
4,two weeks now and I gotta say they did,12.33,5.49,LTDuGU38-70
5,it they finally did it they just went,15.839,3.631,LTDuGU38-70
6,ahead and made a flagship like a,17.82,2.39,LTDuGU38-70
7,bonafide,19.47,5.1,LTDuGU38-70
8,complete feelin flagship phone finally,20.21,6.489,LTDuGU38-70
9,now there are still a few snags and I,24.57,4.02,LTDuGU38-70
10,will nitpick about those because that's,26.699,3.781,LTDuGU38-70
11,what you do in a phone that starts now,28.59,4.5,LTDuGU38-70
12,at nine hundred bucks but still,30.48,4.86,LTDuGU38-70
13,nevertheless really happy to see them,33.09,3.75,LTDuGU38-70
14,finally commit to something like this,35.34,3.12,LTDuGU38-70
15,and it's been a long time coming so,36.84,2.969,LTDuGU38-70
16,today as you may have seen one plus,38.46,3.689,LTDuGU38-70
17,launched their newest highest end phone,39.809,5.401,LTDuGU38-70
18,it's the oneplus 8 pro taking yet,42.149,4.561,LTDuGU38-70
19,another step up in the ladder of their,45.21,2.759,LTDuGU38-70
20,phones getting slightly more expensive,46.71,3.779,LTDuGU38-70
21,every year but alongside it they also,47.969,5.581,LTDuGU38-70
22,dropped the one plus eight which is sort,50.489,5.611,LTDuGU38-70
23,of more like a premium mid-range phone,53.55,5.73,LTDuGU38-70
24,that starts at $6.99 so that that will,56.1,5.07,LTDuGU38-70
25,be its own separate video that'll come,59.28,4.049,LTDuGU38-70
26,out later once I fully daily drive this,61.17,3.419,LTDuGU38-70
27,phone switched to it give it that,63.329,4.351,LTDuGU38-70
28,treatment that's gonna be a tough video,64.589,4.89,LTDuGU38-70
29,to make without all kinds of reflections,67.68,3.479,LTDuGU38-70
30,but definitely subscribe to see that,69.479,3.121,LTDuGU38-70
31,video first when it comes out hit the,71.159,2.791,LTDuGU38-70
32,red button below if you haven't already,72.6,3.9,LTDuGU38-70
33,that's coming up but until then we're,73.95,5.07,LTDuGU38-70
34,talking about this guy the eight pro the,76.5,4.32,LTDuGU38-70
35,flagship so the bleeding edge high-end,79.02,3.3,LTDuGU38-70
36,specs shouldn't be a surprise when we,80.82,3.63,LTDuGU38-70
37,see a new one plus phone I mean beside,82.32,3.839,LTDuGU38-70
38,the fact that they slowly tease out all,84.45,3.72,LTDuGU38-70
39,the specs the weeks leading up to the,86.159,3.541,LTDuGU38-70
40,phone's launch it's kind of what they,88.17,3.03,LTDuGU38-70
41,are known for you know placing what,89.7,3.36,LTDuGU38-70
42,feels like the highest and best,91.2,3.809,LTDuGU38-70
43,available specs for the highest and,93.06,4.23,LTDuGU38-70
44,performance all-in-one phone and we,95.009,4.171,LTDuGU38-70
45,still have a very familiar oneplus,97.29,4.469,LTDuGU38-70
46,design and experience here to they still,99.18,4.17,LTDuGU38-70
47,have their logo on the back and still,101.759,3.18,LTDuGU38-70
48,things like the alert slider that I'm,103.35,3.21,LTDuGU38-70
49,surprised more phones haven't copied yet,104.939,4.171,LTDuGU38-70
50,still oxygen OS one of my favorite clean,106.56,4.68,LTDuGU38-70
51,Android skins with all of its features,109.11,4.829,LTDuGU38-70
52,oh wait stop plus what if the nitpicks,111.24,5.79,LTDuGU38-70
53,always been with oneplus phones one is,113.939,4.981,LTDuGU38-70
54,that their cameras are always just not,117.03,3.9,LTDuGU38-70
55,quite measuring up to the flagships and,118.92,4.92,LTDuGU38-70
56,to that they always tend to leave out,120.93,4.77,LTDuGU38-70
57,these sort of fringe features that don't,123.84,4.229,LTDuGU38-70
58,feel essential but still feel like you,125.7,3.57,LTDuGU38-70
59,should have them if you're gonna claim,128.069,2.791,LTDuGU38-70
60,that you're a flagship things like,129.27,4.74,LTDuGU38-70
61,wireless charging and ip68 certification,130.86,5.07,LTDuGU38-70
62,well guess what they finally went added,134.01,5.22,LTDuGU38-70
63,this year an improved camera wireless,135.93,7.02,LTDuGU38-70
64,charging and an official ip68 water and,139.23,5.88,LTDuGU38-70
65,dust resistance rating finally but you,142.95,3.42,LTDuGU38-70
66,know what let me start from the top with,145.11,3.42,LTDuGU38-70
67,a new design for the 1 plus 8 Pro you,146.37,3.929,LTDuGU38-70
68,can see it here I really like a lot of,148.53,4.049,LTDuGU38-70
69,it the new matte finish and this blue,150.299,4.261,LTDuGU38-70
70,color are pretty sick I don't have a lot,152.579,4.38,LTDuGU38-70
71,of matte blue phones but this one is,154.56,4.289,LTDuGU38-70
72,nice it's punchy and clean so it's,156.959,3.961,LTDuGU38-70
73,easily my favorite blue phone and this,158.849,3.45,LTDuGU38-70
74,finish is nice it doesn't really show,160.92,3.33,LTDuGU38-70
75,too many fingerprints of course you can,162.299,3.75,LTDuGU38-70
76,also grab this ultra matte teardown skin,164.25,3.329,LTDuGU38-70
77,from our channel sponsor D brand which,166.049,3.75,LTDuGU38-70
78,also feels great and you can see the,167.579,4.711,LTDuGU38-70
79,wireless charging coil in the back plus,169.799,3.81,LTDuGU38-70
80,it's also got a few Easter eggs hidden,172.29,3.33,LTDuGU38-70
81,in the design which are pretty dope but,173.609,3.96,LTDuGU38-70
82,anyway yeah the shape of the phone is,175.62,4.589,LTDuGU38-70
83,boxy which I've always really liked plus,177.569,4.381,LTDuGU38-70
84,there's this new little design accent,180.209,3.9,LTDuGU38-70
85,Ridge into the top of the phone so,181.95,3.599,LTDuGU38-70
86,generally I think it's one of the,184.109,3.121,LTDuGU38-70
87,absolute better-looking phones out there,185.549,4.11,LTDuGU38-70
88,but I still get to nitpick because like,187.23,4.53,LTDuGU38-70
89,I said a $900 phone that's what's gonna,189.659,2.521,LTDuGU38-70
90,happen,191.76,2.55,LTDuGU38-70
91,this camera bumped well it's not as ugly,192.18,4.139,LTDuGU38-70
92,as some of the others out there it still,194.31,4.739,LTDuGU38-70
93,is pretty big like it's annoyingly rocks,196.319,4.741,LTDuGU38-70
94,on a table big for sticking out of the,199.049,3.421,LTDuGU38-70
95,phone that much so I got to point that,201.06,3.509,LTDuGU38-70
96,out but again you can put a case on it,202.47,3.9,LTDuGU38-70
97,and get rid of that then you get a round,204.569,4.111,LTDuGU38-70
98,to the front and you're looking at the,206.37,4.47,LTDuGU38-70
99,new display which is an upgrade to,208.68,4.589,LTDuGU38-70
100,pretty much all the ways that count but,210.84,4.92,LTDuGU38-70
101,also technically technically a slight,213.269,5.25,LTDuGU38-70
102,downgrade to so this is a six point,215.76,8.099,LTDuGU38-70
103,seven eight inch 1440p 120 Hertz AMOLED,218.519,8.101,LTDuGU38-70
104,display and it's really really good one,223.859,4.59,LTDuGU38-70
105,plus and display mates say it's their,226.62,4.11,LTDuGU38-70
106,most color accurate display ever you,228.449,3.68,LTDuGU38-70
107,know the best a plus they've ever given,230.73,3.509,LTDuGU38-70
108,etc etc they're kind of starting to,232.129,3.61,LTDuGU38-70
109,sound a lot like the XO mark at this,234.239,3.601,LTDuGU38-70
110,point look I believe you the color is,235.739,3.87,LTDuGU38-70
111,great the calibration is great but what,237.84,3.66,LTDuGU38-70
112,I notice more often is number one it's,239.609,3.75,LTDuGU38-70
113,definitely a lot brighter than last year,241.5,3.599,LTDuGU38-70
114,which is sweet and then of course the,243.359,3.871,LTDuGU38-70
115,flagship feature for 2024 all these new,245.099,5.04,LTDuGU38-70
116,flagships which is the smooth 120 Hertz,247.23,6.03,LTDuGU38-70
117,refresh rate plus 240 Hertz touch,250.139,5.28,LTDuGU38-70
118,sampling rate and it is awesome I've,253.26,3.659,LTDuGU38-70
119,been looking forward to this couple,255.419,4.5,LTDuGU38-70
120,specifics on it one yes it does let you,256.919,5.581,LTDuGU38-70
121,run both high refresh rate and high,259.919,5.101,LTDuGU38-70
122,resolution at the same time and that's,262.5,5.1,LTDuGU38-70
123,exactly what I've been doing 1440p at,265.02,4.05,LTDuGU38-70
124,hundred twenty Hertz at the expense of,267.6,3.96,LTDuGU38-70
125,battery but you know live your life then,269.07,5.34,LTDuGU38-70
126,yes it is technically a variable refresh,271.56,5.25,LTDuGU38-70
127,rate so even when you have it set to 120,274.41,4.5,LTDuGU38-70
128,Hertz just like last year it will step,276.81,4.17,LTDuGU38-70
129,down to sixty Hertz occasionally when,278.91,3.21,LTDuGU38-70
130,you're just sitting around not doing,280.98,3.3,LTDuGU38-70
131,anything or if you're on a home screen,282.12,3.99,LTDuGU38-70
132,or if you're in some app that won't use,284.28,3.72,LTDuGU38-70
133,that like Waze or Google Maps or,286.11,4.44,LTDuGU38-70
134,snapchat or a game or something then yes,288.0,4.83,LTDuGU38-70
135,there is still an optical fingerprint,290.55,4.11,LTDuGU38-70
136,reader underneath that screen it doesn't,292.83,3.9,LTDuGU38-70
137,appear to be any bigger or faster but,294.66,5.46,LTDuGU38-70
138,still fairly reliable for me and yes the,296.73,6.51,LTDuGU38-70
139,edges are still curved over both sides,300.12,5.22,LTDuGU38-70
140,and this is my least favorite feature of,303.24,4.53,LTDuGU38-70
141,this display I still get accidental,305.34,4.83,LTDuGU38-70
142,touches like really I I realized the,307.77,4.8,LTDuGU38-70
143,idea is it looks cool and it's edgeless,310.17,4.35,LTDuGU38-70
144,and futuristic but I think it's time to,312.57,3.45,LTDuGU38-70
145,slow that down and I think Samsung's,314.52,3.66,LTDuGU38-70
146,perfected that balance this year between,316.02,4.5,LTDuGU38-70
147,curving the glass a little bit and still,318.18,4.08,LTDuGU38-70
148,having a flat working surface with no,320.52,3.99,LTDuGU38-70
149,accidental touches so just saying and,322.26,3.99,LTDuGU38-70
150,also by now from all these Beauty angles,324.51,3.18,LTDuGU38-70
151,of the screen certainly you've noticed,326.25,3.42,LTDuGU38-70
152,that hole-punch camera in the top left,327.69,3.84,LTDuGU38-70
153,corner for the selfie shooter for the,329.67,6.32,LTDuGU38-70
154,1+8 pro hot take the pop-up camera was,331.53,7.74,LTDuGU38-70
155,the pop up camera was better than the,335.99,5.32,LTDuGU38-70
156,hole punch and this is a downgrade like,339.27,3.48,LTDuGU38-70
157,I get that the pop up camera was a,341.31,2.85,LTDuGU38-70
158,moving part I was the first to point,342.75,3.18,LTDuGU38-70
159,that out a moving part and a phone is,344.16,3.93,LTDuGU38-70
160,always a part to pay attention to but we,345.93,3.69,LTDuGU38-70
161,haven't had any durability problems with,348.09,3.57,LTDuGU38-70
162,them for the past two years we've seen,349.62,4.62,LTDuGU38-70
163,them in phones and of course having that,351.66,4.95,LTDuGU38-70
164,part hidden inside allows you a fully,354.24,4.47,LTDuGU38-70
165,uninterrupted screen with no hole punch,356.61,4.68,LTDuGU38-70
166,and when it closes down into the phone,358.71,4.92,LTDuGU38-70
167,and you're not using it it's blocked by,361.29,3.9,LTDuGU38-70
168,the rest of the phone so that's an added,363.63,3.84,LTDuGU38-70
169,security benefit so seems like the pop,365.19,4.11,LTDuGU38-70
170,up camera was the way to go so why do,367.47,3.75,LTDuGU38-70
171,they remove the pop up camera and change,369.3,5.34,LTDuGU38-70
172,back to a hole punch I don't know maybe,371.22,5.31,LTDuGU38-70
173,to look a little bit more like the other,374.64,4.35,LTDuGU38-70
174,flagships maybe to save a little bit of,376.53,5.43,LTDuGU38-70
175,money maybe maybe to guarantee the ip68,378.99,4.89,LTDuGU38-70
176,water certification maybe just a little,381.96,3.96,LTDuGU38-70
177,bit of all these things also side note I,383.88,5.01,LTDuGU38-70
178,would like to see some of these phones,385.92,6.33,LTDuGU38-70
179,offering 120 Hertz screens also offer a,388.89,6.99,LTDuGU38-70
180,90 Hertz mode in between 60 and 120 so,392.25,5.729,LTDuGU38-70
181,we really know we can step down to 1080p,395.88,3.93,LTDuGU38-70
182,to save battery life I think it would be,397.979,3.121,LTDuGU38-70
183,nice to be able to step down,399.81,4.92,LTDuGU38-70
184,90 Hertz to save battery life - just a,401.1,5.19,LTDuGU38-70
185,an idea some of the gaming phones have,404.73,3.03,LTDuGU38-70
186,done this already but I want to see more,406.29,3.66,LTDuGU38-70
187,flagships doing it - so there's a free,407.76,4.8,LTDuGU38-70
188,idea so all of the 1+8 internal specs,409.95,5.79,LTDuGU38-70
189,are high-end top-end you know snapdragon,412.56,7.14,LTDuGU38-70
190,865 eight or twelve gigs of fast lpddr4,415.74,7.23,LTDuGU38-70
191,am it's that super fast ufs 3.0 storage,419.7,5.22,LTDuGU38-70
192,and the battery also gets an upgrade,422.97,4.14,LTDuGU38-70
193,because on top of all that it's a 5g,424.92,5.13,LTDuGU38-70
194,capable phone with 120 Hertz big display,427.11,4.71,LTDuGU38-70
195,so you get a four thousand five hundred,430.05,3.9,LTDuGU38-70
196,ten milliamp hour battery it's not the,431.82,3.72,LTDuGU38-70
197,biggest battery in the world but for me,433.95,3.48,LTDuGU38-70
198,it did just fine like I said I've been,435.54,3.66,LTDuGU38-70
199,using the phone with my high brightness,437.43,6.27,LTDuGU38-70
200,high GPS use at 1440p 120 Hertz and I've,439.2,5.85,LTDuGU38-70
201,been getting to the end of the day,443.7,3.51,LTDuGU38-70
202,pretty comfortably I could kill this,445.05,3.84,LTDuGU38-70
203,phone in a day and I've noticed that but,447.21,3.63,LTDuGU38-70
204,if I didn't want to I would step down to,448.89,3.48,LTDuGU38-70
205,1080p and I would say have a lot of,450.84,3.24,LTDuGU38-70
206,pixel pushing and a lot of battery and,452.37,3.54,LTDuGU38-70
207,that's a nice backup to have generally,454.08,3.3,LTDuGU38-70
208,for me I'm talking about like a six hour,455.91,3.24,LTDuGU38-70
209,screen on time for this phone six and a,457.38,3.18,LTDuGU38-70
210,half hours if you want to reference back,459.15,4.26,LTDuGU38-70
211,to other videos that's really good but,460.56,5.79,LTDuGU38-70
212,also something to note is for me the,463.41,5.7,LTDuGU38-70
213,charging habits of your phone can change,466.35,4.29,LTDuGU38-70
214,what you think of the battery and,469.11,4.41,LTDuGU38-70
215,oneplus phones are known for having fast,470.64,4.86,LTDuGU38-70
216,charging this one's no exception you,473.52,4.32,LTDuGU38-70
217,still have their high speed warp charge,475.5,5.49,LTDuGU38-70
218,30t comes in the box and that can get,477.84,5.49,LTDuGU38-70
219,you from 0 to half battery in like 25,480.99,4.01,LTDuGU38-70
220,minutes but what's new to this phone is,483.33,4.86,LTDuGU38-70
221,wireless charging finally oneplus is,485.0,5.32,LTDuGU38-70
222,putting the little charging coil behind,488.19,3.66,LTDuGU38-70
223,the glass back and enabling wireless,490.32,3.42,LTDuGU38-70
224,charging and on top of all that even,491.85,4.53,LTDuGU38-70
225,better it's fast wireless charging so 30,493.74,5.46,LTDuGU38-70
226,watt wireless charging is what they're,496.38,5.22,LTDuGU38-70
227,claiming and sharing with everyone which,499.2,4.68,LTDuGU38-70
228,is really nice that's fast that's gonna,501.6,5.07,LTDuGU38-70
229,top up from 0 to half battery in half an,503.88,3.17,LTDuGU38-70
230,hour,506.67,5.67,LTDuGU38-70
231,but there's a catch you only get fast 30,507.05,6.97,LTDuGU38-70
232,watt wireless charging with this phone,512.34,7.55,LTDuGU38-70
233,with this exact brand new $70 oneplus,514.02,8.91,LTDuGU38-70
234,wireless charging stand you need this,519.89,5.2,LTDuGU38-70
235,accessory to get 30 watts wireless,522.93,4.14,LTDuGU38-70
236,charging on the spot and that's because,525.09,6.09,LTDuGU38-70
237,it is not 30 watts of purely qi wireless,527.07,5.88,LTDuGU38-70
238,charging so oneplus has worked on this,531.18,3.07,LTDuGU38-70
239,special high-end why,532.95,3.13,LTDuGU38-70
240,charging tech and to be fair it works,534.25,4.05,LTDuGU38-70
241,exactly as advertised the stand is nice,536.08,4.83,LTDuGU38-70
242,it has some little quiet fans in there,538.3,5.07,LTDuGU38-70
243,and it does some special voltage and,540.91,4.65,LTDuGU38-70
244,thermal management to get the peak 30,543.37,4.53,LTDuGU38-70
245,watts wireless charging out of it but if,545.56,4.71,LTDuGU38-70
246,you put another Qi enabled phone on that,547.9,4.59,LTDuGU38-70
247,wireless charger it charges slower and,550.27,5.16,LTDuGU38-70
248,if you put the 1+8 pro on any other qi,552.49,5.13,LTDuGU38-70
249,wireless charger it charges slower,555.43,4.71,LTDuGU38-70
250,because that tech was proprietary so the,557.62,4.98,LTDuGU38-70
251,oneplus 8 pro still supports regular qi,560.14,4.65,LTDuGU38-70
252,wireless charging but only universally,562.6,5.82,LTDuGU38-70
253,at five watts which is pretty slow it's,564.79,6.39,LTDuGU38-70
254,not it's I mean it works but it's like,568.42,5.64,LTDuGU38-70
255,it's pretty slow so for me I'm not gonna,571.18,4.5,LTDuGU38-70
256,replace that you can't see it but I'm,574.06,3.21,LTDuGU38-70
257,not gonna replace the wireless charger,575.68,4.23,LTDuGU38-70
258,at my desk with the oneplus one because,577.27,5.64,LTDuGU38-70
259,I have other Qi accessories like my ear,579.91,5.43,LTDuGU38-70
260,pods Pro or my iPhone or literally any,582.91,4.53,LTDuGU38-70
261,other Qi phone that I want to charge,585.34,5.25,LTDuGU38-70
262,faster wirelessly so I'm just gonna,587.44,5.49,LTDuGU38-70
263,stick to Wired warp charging in the car,590.59,4.14,LTDuGU38-70
264,and pretty much everywhere I need it but,592.93,4.32,LTDuGU38-70
265,at home I have a pixel stand at my desk,594.73,4.71,LTDuGU38-70
266,and I can just leave it there to slowly,597.25,3.96,LTDuGU38-70
267,top-up over night and wake up with a,599.44,3.78,LTDuGU38-70
268,hundred percent so I'm glad to have,601.21,3.72,LTDuGU38-70
269,wireless charging but there is that,603.22,3.69,LTDuGU38-70
270,little snag so then there are the,604.93,4.32,LTDuGU38-70
271,cameras quad cameras on the back of this,606.91,4.2,LTDuGU38-70
272,phone and here are the numbers which,609.25,4.08,LTDuGU38-70
273,maybe mean less than ever these days but,611.11,4.35,LTDuGU38-70
274,it's a new forty eight megapixel main,613.33,4.8,LTDuGU38-70
275,camera with oh is then there's a forty,615.46,4.5,LTDuGU38-70
276,eight megapixel ultra wide with macro,618.13,4.47,LTDuGU38-70
277,mode which fun fact is the same sensor,619.96,5.28,LTDuGU38-70
278,as the primary camera from the oneplus 7,622.6,4.86,LTDuGU38-70
279,pro then there's a 3x telephoto camera,625.24,4.32,LTDuGU38-70
280,and believe it or not the fourth one is,627.46,4.92,LTDuGU38-70
281,a five megapixel color filter camera so,629.56,4.2,LTDuGU38-70
282,that's your array and I'll just go ahead,632.38,3.27,LTDuGU38-70
283,and say it the oneplus 8 pro is a,633.76,4.47,LTDuGU38-70
284,flagship quality camera right in line,635.65,6.03,LTDuGU38-70
285,with galaxy s 20 and Huawei P 40 and,638.23,6.74,LTDuGU38-70
286,just short of the pixel and the iPhone,641.68,5.85,LTDuGU38-70
287,there I said it it's spitting out sharp,644.97,4.84,LTDuGU38-70
288,12 megapixel images with nice dynamic,647.53,4.8,LTDuGU38-70
289,range and colors a bit overexposed,649.81,4.32,LTDuGU38-70
290,sometimes that's where it misses but,652.33,4.11,LTDuGU38-70
291,generally these are nice photos also,654.13,3.87,LTDuGU38-70
292,sorry in advance for slightly less,656.44,3.72,LTDuGU38-70
293,outdoor photos the whole,658.0,4.32,LTDuGU38-70
294,shelter-in-place Quarantine thing,660.16,3.9,LTDuGU38-70
295,clearly means I also have less people,662.32,4.29,LTDuGU38-70
